query_id,assessment_id,assessment_url,semantic_score,bm25_score,hybrid_score,query_length,query_word_count,assessment_name_length,query_assessment_name_overlap,query_description_overlap,query_duration_minutes,assessment_duration_minutes,duration_match_score,duration_within_budget,test_type_match_count,test_type_match_ratio,has_knowledge_test,has_personality_test,has_behavioral_test,has_cognitive_test,has_situational_test,technical_skill_overlap,soft_skill_overlap,domain_skill_overlap,total_skill_overlap,skill_coverage_ratio,level_match,role_category_match,assessment_skill_count,assessment_tag_count,assessment_has_remote,assessment_has_adaptive,gemini_score,gemini_confidence,gemini_rank,label
"Content Writer required, expert in English and SEO",11,https://www.shl.com/solutions/products/product-catalog/view/cashier-solution/,0.5,5.0,0.5,51,8,16,0.0,0.25,,28.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",31,https://www.shl.com/solutions/products/product-catalog/view/entry-level-sales-7-1/,0.5,5.0,0.5,51,8,37,0.0,0.375,,20.0,0.5,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",123,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-0-solution/,0.5,5.0,0.5,51,8,42,0.0,0.375,,16.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",49,https://www.shl.com/solutions/products/product-catalog/view/healthcare-aide-7-0-solution/,0.5,5.0,0.5,51,8,28,0.0,0.25,,22.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",12,https://www.shl.com/solutions/products/product-catalog/view/claimsoperations-supervisor-solution/,0.5,5.0,0.5,51,8,37,0.0,0.125,,48.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",43,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-data-entry-7-0-solution/,0.5,5.0,0.5,51,8,45,0.0,0.375,,24.0,0.5,0,0,0.0,1,0,1,0,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",455,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,0.5,5.0,0.5,51,8,44,0.125,0.25,,,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,4,0,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",3,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,0.5,5.0,0.5,51,8,39,0.0,0.125,,30.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",6,https://www.shl.com/solutions/products/product-catalog/view/bank-collections-agent-short-form/,0.5,5.0,0.5,51,8,35,0.0,0.25,,45.0,0.5,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",125,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-0-solution/,0.5,5.0,0.5,51,8,36,0.0,0.375,,20.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",457,https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,0.5,5.0,0.5,51,8,33,0.125,0.25,,,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,4,0,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",47,https://www.shl.com/solutions/products/product-catalog/view/guest-service-team-7-0-solution/,0.5,5.0,0.5,51,8,31,0.0,0.25,,18.0,0.5,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,2,1,0,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",71,https://www.shl.com/solutions/products/product-catalog/view/manager-7-0-solution-3955/,0.5,5.0,0.5,51,8,22,0.0,0.25,,53.0,0.5,0,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0,6,2,1,1,0.0,0.5,50,0
"Content Writer required, expert in English and SEO",7,https://www.shl.com/solutions/products/product-catalog/view/bank-operations-supervisor-short-form/,0.5,5.0,0.5,51,8,39,0.0,0.125,,45.0,0.5,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,0,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,0.5,5.0,0.5,3165,472,24,0.0035842293906810036,0.05734767025089606,60.0,49.0,0.8166666666666667,1,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,18,https://www.shl.com/solutions/products/product-catalog/view/contact-center-team-leadcoach-short-form/,0.5,5.0,0.5,3165,472,43,0.0,0.053763440860215055,60.0,45.0,0.75,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,2,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,0.5,5.0,0.5,3165,472,23,0.0035842293906810036,0.05734767025089606,60.0,51.0,0.85,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,24,https://www.shl.com/solutions/products/product-catalog/view/districtregional-manager-solution/,0.5,5.0,0.5,3165,472,34,0.0035842293906810036,0.05734767025089606,60.0,65.0,0.9166666666666666,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,10,https://www.shl.com/solutions/products/product-catalog/view/branch-manager-short-form/,0.5,5.0,0.5,3165,472,27,0.0035842293906810036,0.043010752688172046,60.0,50.0,0.8333333333333334,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,6,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,15,https://www.shl.com/solutions/products/product-catalog/view/contact-center-manager-short-form/,0.5,5.0,0.5,3165,472,35,0.0035842293906810036,0.043010752688172046,60.0,50.0,0.8333333333333334,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,1,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,65,https://www.shl.com/solutions/products/product-catalog/view/insurance-account-manager-solution/,0.5,5.0,0.5,3165,472,34,0.0035842293906810036,0.06451612903225806,60.0,48.0,0.8,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,3,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,69,https://www.shl.com/solutions/products/product-catalog/view/insurance-sales-manager-solution/,0.5,5.0,0.5,3165,472,32,0.0035842293906810036,0.08602150537634409,60.0,51.0,0.85,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,7,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,92,https://www.shl.com/solutions/products/product-catalog/view/sales-engineer-solution/,0.5,5.0,0.5,3165,472,23,0.0035842293906810036,0.07526881720430108,60.0,61.0,0.9833333333333333,0,0,0.0,1,1,1,0,1,0,1,0,1,0.14285714285714285,0,0,3,3,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,33,https://www.shl.com/solutions/products/product-catalog/view/event-sales-manager-solution/,0.5,5.0,0.5,3165,472,28,0.0035842293906810036,0.04659498207885305,60.0,50.0,0.8333333333333334,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,93,https://www.shl.com/solutions/products/product-catalog/view/sales-manager-solution/,0.5,5.0,0.5,3165,472,22,0.0035842293906810036,0.07526881720430108,60.0,63.0,0.95,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,39,https://www.shl.com/solutions/products/product-catalog/view/gaming-manager-solution/,0.5,5.0,0.5,3165,472,23,0.0035842293906810036,0.03942652329749104,60.0,55.0,0.9166666666666666,1,0,0.0,1,1,1,0,1,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,89,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,0.5,5.0,0.5,3165,472,32,0.0035842293906810036,0.08243727598566308,60.0,43.0,0.7166666666666667,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,54,https://www.shl.com/solutions/products/product-catalog/view/hospitality-manager-solution/,0.5,5.0,0.5,3165,472,28,0.0035842293906810036,0.053763440860215055,60.0,57.0,0.95,1,0,0.0,1,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,86,https://www.shl.com/solutions/products/product-catalog/view/restaurant-manager-solution/,0.5,5.0,0.5,3165,472,27,0.0035842293906810036,0.04659498207885305,60.0,48.0,0.8,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,4,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,109,https://www.shl.com/solutions/products/product-catalog/view/store-manager-solution/,0.5,5.0,0.5,3165,472,22,0.0035842293906810036,0.06451612903225806,60.0,49.0,0.8166666666666667,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,71,https://www.shl.com/solutions/products/product-catalog/view/manager-7-0-solution-3955/,0.5,5.0,0.5,3165,472,22,0.0035842293906810036,0.04659498207885305,60.0,53.0,0.8833333333333333,1,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0,6,2,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,70,https://www.shl.com/solutions/products/product-catalog/view/manager-short-form/,0.5,5.0,0.5,3165,472,20,0.0035842293906810036,0.053763440860215055,60.0,57.0,0.95,1,0,0.0,1,1,1,0,1,0,0,0,0,0.0,0,0,5,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,106,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-0-solution/,0.5,5.0,0.5,3165,472,26,0.0035842293906810036,0.053763440860215055,60.0,34.0,0.5666666666666667,1,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0,4,2,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,83,https://www.shl.com/solutions/products/product-catalog/view/project-manager-short-form/,0.5,5.0,0.5,3165,472,28,0.0035842293906810036,0.043010752688172046,60.0,49.0,0.8166666666666667,1,0,0.0,0,1,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,141,https://www.shl.com/solutions/products/product-catalog/view/adobe-experience-manager-new/,0.5,5.0,0.5,3165,472,30,0.007168458781362007,0.025089605734767026,60.0,17.0,0.2833333333333333,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,107,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28americas%29/,0.5,5.0,0.5,3165,472,28,0.0035842293906810036,0.053763440860215055,60.0,34.0,0.5666666666666667,1,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0,4,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,108,https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28international%29/,0.5,5.0,0.5,3165,472,33,0.0035842293906810036,0.053763440860215055,60.0,34.0,0.5666666666666667,1,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0,4,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,351,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,0.5,5.0,0.5,3165,472,23,0.0035842293906810036,0.08243727598566308,60.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,2,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,163,https://www.shl.com/solutions/products/product-catalog/view/automata-sql-new/,0.5,5.0,0.5,3165,472,20,0.0035842293906810036,0.02867383512544803,60.0,,0.5,0,0,0.0,0,0,0,0,1,1,0,0,1,0.14285714285714285,0,0,2,1,1,0,0.5,0.95,1,1
Find me 1 hour long assesment for the below job at,193,https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,0.5,5.0,0.5,3165,472,32,0.0035842293906810036,0.03225806451612903,60.0,13.0,0.21666666666666667,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.16666666666666666,0.75,5,0
Find me 1 hour long assesment for the below job at,280,https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/,0.5,5.0,0.5,3165,472,26,0.007168458781362007,0.035842293906810034,60.0,5.0,0.08333333333333337,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,404,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,0.5,5.0,0.5,3165,472,26,0.0035842293906810036,0.07526881720430108,60.0,,0.5,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,212,https://www.shl.com/solutions/products/product-catalog/view/digital-readiness-development-report-manager/,0.5,5.0,0.5,3165,472,46,0.007168458781362007,0.06451612903225806,60.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,3,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,169,https://www.shl.com/solutions/products/product-catalog/view/automata-selenium/,0.5,5.0,0.5,3165,472,17,0.0035842293906810036,0.02867383512544803,60.0,60.0,1.0,1,0,0.0,0,0,0,0,1,1,0,0,1,0.14285714285714285,0,0,3,2,1,0,1.0,1.0,0,1
Find me 1 hour long assesment for the below job at,225,https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,0.5,5.0,0.5,3165,472,27,0.0035842293906810036,0.025089605734767026,60.0,4.0,0.06666666666666665,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,194,https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,0.5,5.0,0.5,3165,472,29,0.0035842293906810036,0.02867383512544803,60.0,13.0,0.21666666666666667,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,317,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,0.5,5.0,0.5,3165,472,25,0.0,0.02867383512544803,60.0,35.0,0.5833333333333333,1,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,4,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,316,https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,0.5,5.0,0.5,3165,472,38,0.0,0.02867383512544803,60.0,30.0,0.5,1,0,0.0,1,0,0,0,1,0,0,0,0,0.0,0,0,4,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,284,https://www.shl.com/solutions/products/product-catalog/view/javascript-new/,0.5,5.0,0.5,3165,472,16,0.0,0.02867383512544803,60.0,9.0,0.15000000000000002,1,0,0.0,1,0,0,0,0,2,0,0,2,0.2857142857142857,0,0,2,1,1,0,0.1111111111111111,0.6,8,1
Find me 1 hour long assesment for the below job at,281,https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/,0.5,5.0,0.5,3165,472,21,0.0035842293906810036,0.025089605734767026,60.0,17.0,0.2833333333333333,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,3,0,1,0,0.125,0.6499999999999999,7,0
Find me 1 hour long assesment for the below job at,283,https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/,0.5,5.0,0.5,3165,472,23,0.007168458781362007,0.02867383512544803,60.0,8.0,0.1333333333333333,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,279,https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,0.5,5.0,0.5,3165,472,12,0.0035842293906810036,0.025089605734767026,60.0,18.0,0.30000000000000004,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.14285714285714285,0.7,6,0
Find me 1 hour long assesment for the below job at,282,https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,0.5,5.0,0.5,3165,472,46,0.0035842293906810036,0.035842293906810034,60.0,30.0,0.5,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,1,0.25,0.85,3,0
Find me 1 hour long assesment for the below job at,278,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,0.5,5.0,0.5,3165,472,50,0.0035842293906810036,0.03942652329749104,60.0,30.0,0.5,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,1,0.2,0.8,4,0
Find me 1 hour long assesment for the below job at,417,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,0.5,5.0,0.5,3165,472,47,0.0035842293906810036,0.04659498207885305,60.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,4,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,418,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,0.5,5.0,0.5,3165,472,47,0.0035842293906810036,0.04659498207885305,60.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,4,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,320,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,0.5,5.0,0.5,3165,472,37,0.007168458781362007,0.03225806451612903,60.0,35.0,0.5833333333333333,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,1,1,1,0.3333333333333333,0.9,2,0
Find me 1 hour long assesment for the below job at,335,https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,0.5,5.0,0.5,3165,472,14,0.0,0.021505376344086023,60.0,6.0,0.09999999999999998,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,2,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,371,https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,0.5,5.0,0.5,3165,472,19,0.0,0.02867383512544803,60.0,11.0,0.18333333333333335,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,398,https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,0.5,5.0,0.5,3165,472,19,0.0,0.02867383512544803,60.0,13.0,0.21666666666666667,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,448,https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,0.5,5.0,0.5,3165,472,16,0.007168458781362007,0.035842293906810034,60.0,11.0,0.18333333333333335,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.0,0.5,50,1
Find me 1 hour long assesment for the below job at,352,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,0.5,5.0,0.5,3165,472,27,0.0035842293906810036,0.02867383512544803,60.0,,0.5,0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
Find me 1 hour long assesment for the below job at,430,https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,0.5,5.0,0.5,3165,472,14,0.0035842293906810036,0.03225806451612903,60.0,10.0,0.16666666666666663,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,1,0,1,0,0.1,0.55,9,1
Find me 1 hour long assesment for the below job at,451,https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,0.5,5.0,0.5,3165,472,42,0.010752688172043012,0.02867383512544803,60.0,10.0,0.16666666666666663,1,0,0.0,1,0,0,0,0,1,0,0,1,0.14285714285714285,0,0,2,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,193,https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,0.5,5.0,0.5,158,26,32,0.041666666666666664,0.08333333333333333,40.0,13.0,0.32499999999999996,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,0,0.25,0.85,3,1
I am hiring for Java developers who can also colla,194,https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,0.5,5.0,0.5,158,26,29,0.041666666666666664,0.08333333333333333,40.0,13.0,0.32499999999999996,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,0,0.0,0.5,50,1
I am hiring for Java developers who can also colla,225,https://www.shl.com/solutions/products/product-catalog/view/enterprise-java-beans-new/,0.5,5.0,0.5,158,26,27,0.041666666666666664,0.08333333333333333,40.0,4.0,0.09999999999999998,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,1,0,1,0,0.1,0.55,9,0
I am hiring for Java developers who can also colla,280,https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/,0.5,5.0,0.5,158,26,26,0.041666666666666664,0.125,40.0,5.0,0.125,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,0,0.125,0.6499999999999999,7,0
I am hiring for Java developers who can also colla,279,https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,0.5,5.0,0.5,158,26,12,0.041666666666666664,0.08333333333333333,40.0,18.0,0.44999999999999996,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,1,0,1,0,0.16666666666666666,0.75,5,1
I am hiring for Java developers who can also colla,278,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,0.5,5.0,0.5,158,26,50,0.041666666666666664,0.125,40.0,30.0,0.75,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,281,https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/,0.5,5.0,0.5,158,26,21,0.041666666666666664,0.08333333333333333,40.0,17.0,0.42500000000000004,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,3,0,1,0,0.2,0.8,4,0
I am hiring for Java developers who can also colla,283,https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/,0.5,5.0,0.5,158,26,23,0.041666666666666664,0.08333333333333333,40.0,8.0,0.19999999999999996,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,0,0.1111111111111111,0.6,8,0
I am hiring for Java developers who can also colla,282,https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,0.5,5.0,0.5,158,26,46,0.041666666666666664,0.08333333333333333,40.0,30.0,0.75,1,0,0.0,1,0,0,0,0,1,0,0,1,0.125,0,0,2,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,272,https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,0.5,5.0,0.5,158,26,29,0.0,0.08333333333333333,40.0,11.0,0.275,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,398,https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,0.5,5.0,0.5,158,26,19,0.0,0.08333333333333333,40.0,13.0,0.32499999999999996,1,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,3,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,0.5,5.0,0.5,158,26,39,0.0,0.20833333333333334,40.0,30.0,0.75,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,4,https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment/,0.5,5.0,0.5,158,26,37,0.0,0.20833333333333334,40.0,20.0,0.5,1,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,0,https://www.shl.com/solutions/products/product-catalog/view/account-manager-solution/,0.5,5.0,0.5,158,26,24,0.0,0.16666666666666666,40.0,49.0,0.775,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,1,0,3,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,40,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-0-solution/,0.5,5.0,0.5,158,26,49,0.0,0.20833333333333334,40.0,19.0,0.475,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,2,https://www.shl.com/solutions/products/product-catalog/view/agency-manager-solution/,0.5,5.0,0.5,158,26,23,0.0,0.16666666666666666,40.0,51.0,0.725,0,0,0.0,0,1,1,0,1,0,0,0,0,0.0,1,0,3,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,41,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1-solution/,0.5,5.0,0.5,158,26,49,0.0,0.25,40.0,19.0,0.475,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,2,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,178,https://www.shl.com/solutions/products/product-catalog/view/business-communication-adaptive/,0.5,5.0,0.5,158,26,33,0.041666666666666664,0.2916666666666667,40.0,24.0,0.6,1,0,0.0,1,0,0,0,0,0,1,0,1,0.125,0,0,4,2,1,1,0.14285714285714285,0.7,6,0
I am hiring for Java developers who can also colla,164,https://www.shl.com/solutions/products/product-catalog/view/automata-new/,0.5,5.0,0.5,158,26,14,0.0,0.25,40.0,,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,4,3,1,0,1.0,1.0,0,0
I am hiring for Java developers who can also colla,42,https://www.shl.com/solutions/products/product-catalog/view/general-entry-level-all-industries-7-1%28americas%29/,0.5,5.0,0.5,158,26,50,0.0,0.20833333333333334,40.0,19.0,0.475,1,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0.5,50,0
I am hiring for Java developers who can also colla,89,https://www.shl.com/solutions/products/product-catalog/view/retail-manager-w-sales-solution/,0.5,5.0,0.5,158,26,32,0.0,0.25,40.0,43.0,0.925,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,0,0,6,0,1,1,0.0,0.5,50,0
I am hiring for Java developers who can also colla,168,https://www.shl.com/solutions/products/product-catalog/view/automata-pro-new/,0.5,5.0,0.5,158,26,18,0.0,0.25,40.0,,0.5,0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0,0,4,3,1,0,0.5,0.95,1,0
